Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8148;0.8288;0.8148;0.8138;0.8261;0.8232;0.8261;0.8214;0.8667;0.869;0.8667;0.8664;0.9275;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.8696;0.8753;0.8696;0.8691;0.913;0.9149;0.913;0.9137;0.8667;0.8664;0.8667;0.8662;0.9021;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.9307;0.9342;0.9307;0.9312;0.971;0.9733;0.971;0.971;0.8667;0.8668;0.8667;0.8657;0.9827;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.9228;0.9293;0.9228;0.9235;0.913;0.9253;0.913;0.9134;0.8667;0.8668;0.8667;0.8657;0.9815;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.926;0.9304;0.926;0.926;0.942;0.9443;0.942;0.942;0.85;0.8542;0.85;0.8506;0.9829;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9146;0.9213;0.9146;0.9147;0.9275;0.9286;0.9275;0.9271;0.85;0.8542;0.85;0.8506;0.981;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
RandomForestClassifier;0.9307;0.9338;0.9307;0.9306;0.8986;0.8988;0.8986;0.8978;0.85;0.8542;0.85;0.8506;0.9835;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9211;0.9241;0.9211;0.9211;0.942;0.9426;0.942;0.942;0.85;0.8542;0.85;0.8506;0.9787;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9244;0.9281;0.9244;0.9246;0.8986;0.9011;0.8986;0.8977;0.85;0.8542;0.85;0.8506;0.9799;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 99};RandomForestClassifier(n_estimators=10, random_state=99)
DecisionTreeClassifier;0.9018;0.9073;0.9018;0.9016;0.8986;0.9031;0.8986;0.8982;0.85;0.8542;0.85;0.8506;0.9265;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.9259;0.9292;0.9259;0.9258;0.913;0.9189;0.913;0.9138;0.85;0.8514;0.85;0.8504;0.985;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
DecisionTreeClassifier;0.8808;0.883;0.8808;0.8803;0.8551;0.8666;0.8551;0.8575;0.85;0.85;0.85;0.85;0.9102;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.8905;0.8945;0.8905;0.8906;0.8696;0.8936;0.8696;0.8725;0.85;0.85;0.85;0.85;0.9177;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.9147;0.9191;0.9147;0.9151;0.942;0.9432;0.942;0.9423;0.85;0.8506;0.85;0.8499;0.9817;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
RandomForestClassifier;0.9194;0.9233;0.9194;0.9191;0.9275;0.934;0.9275;0.9272;0.85;0.8506;0.85;0.8499;0.9819;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
RandomForestClassifier;0.9227;0.9272;0.9227;0.9226;0.913;0.913;0.913;0.913;0.85;0.8565;0.85;0.8493;0.9822;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 954};RandomForestClassifier(n_estimators=10, random_state=954)
RandomForestClassifier;0.9178;0.9214;0.9178;0.9184;0.8986;0.9071;0.8986;0.8979;0.85;0.8514;0.85;0.8483;0.9841;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.9243;0.9272;0.9243;0.9247;0.9275;0.9306;0.9275;0.9281;0.8333;0.8386;0.8333;0.8348;0.9832;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
KNeighborsClassifier;0.7971;0.8051;0.7971;0.7979;0.913;0.913;0.913;0.913;0.8333;0.8391;0.8333;0.8348;0.931;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
DecisionTreeClassifier;0.8888;0.8917;0.8888;0.8886;0.913;0.9177;0.913;0.9142;0.8333;0.8355;0.8333;0.8341;0.9167;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
RandomForestClassifier;0.9227;0.9253;0.9227;0.9226;0.8986;0.9045;0.8986;0.8977;0.8333;0.8355;0.8333;0.8341;0.9807;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
DecisionTreeClassifier;0.897;0.9003;0.897;0.8967;0.8261;0.8261;0.8261;0.8261;0.8333;0.8355;0.8333;0.8341;0.9228;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
DecisionTreeClassifier;0.8777;0.8839;0.8777;0.8775;0.8696;0.8878;0.8696;0.8715;0.8333;0.8365;0.8333;0.8339;0.9086;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
DecisionTreeClassifier;0.8873;0.8912;0.8873;0.8874;0.8261;0.8259;0.8261;0.8257;0.8333;0.8365;0.8333;0.8339;0.9155;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
RandomForestClassifier;0.9242;0.9291;0.9242;0.9244;0.8986;0.9069;0.8986;0.9001;0.8333;0.8348;0.8333;0.8337;0.9816;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.9194;0.9235;0.9194;0.9193;0.8841;0.8861;0.8841;0.8843;0.8333;0.8339;0.8333;0.8333;0.9828;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 954};RandomForestClassifier(n_estimators=10, random_state=954)
RandomForestClassifier;0.926;0.932;0.926;0.9265;0.942;0.9432;0.942;0.9423;0.8333;0.8341;0.8333;0.8327;0.9811;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
DecisionTreeClassifier;0.8808;0.8839;0.8808;0.8805;0.8696;0.8754;0.8696;0.8676;0.8333;0.8322;0.8333;0.8324;0.9107;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
RandomForestClassifier;0.9242;0.9281;0.9242;0.9243;0.9275;0.9279;0.9275;0.9269;0.8333;0.8338;0.8333;0.8322;0.9818;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
KNeighborsClassifier;0.8196;0.8271;0.8196;0.821;0.8696;0.8769;0.8696;0.8714;0.8333;0.8338;0.8333;0.8322;0.9334;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
RandomForestClassifier;0.9291;0.9316;0.9291;0.9292;0.9275;0.9293;0.9275;0.9281;0.8333;0.8366;0.8333;0.8307;0.9833;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
DecisionTreeClassifier;0.8921;0.8945;0.8921;0.8912;0.913;0.9164;0.913;0.9139;0.8333;0.8322;0.8333;0.8303;0.9187;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.921;0.9247;0.921;0.9216;0.942;0.9476;0.942;0.9408;0.8333;0.8332;0.8333;0.8302;0.9808;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
DecisionTreeClassifier;0.8888;0.8912;0.8888;0.8886;0.7971;0.8211;0.7971;0.8015;0.8167;0.8181;0.8167;0.817;0.9166;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.9066;0.9095;0.9066;0.9059;0.8406;0.8416;0.8406;0.8376;0.8167;0.8181;0.8167;0.817;0.93;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
KNeighborsClassifier;0.8085;0.8144;0.8085;0.8081;0.971;0.971;0.971;0.971;0.8167;0.819;0.8167;0.8168;0.9235;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8213;0.829;0.8213;0.8208;0.8696;0.8719;0.8696;0.8705;0.8167;0.819;0.8167;0.8168;0.9259;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8018;0.8131;0.8018;0.8017;0.8841;0.8891;0.8841;0.8829;0.8167;0.819;0.8167;0.8168;0.9236;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
DecisionTreeClassifier;0.8841;0.8884;0.8841;0.884;0.8406;0.8391;0.8406;0.8396;0.8167;0.8167;0.8167;0.8167;0.9131;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
DecisionTreeClassifier;0.8825;0.8863;0.8825;0.8827;0.8841;0.8839;0.8841;0.8837;0.8167;0.8167;0.8167;0.8167;0.9119;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.8856;0.891;0.8856;0.8856;0.7971;0.8016;0.7971;0.7949;0.8167;0.8187;0.8167;0.8163;0.9143;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
KNeighborsClassifier;0.8197;0.8275;0.8197;0.8196;0.9275;0.931;0.9275;0.9281;0.8167;0.8163;0.8167;0.8162;0.9299;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8197;0.828;0.8197;0.8194;0.8116;0.8258;0.8116;0.8114;0.8167;0.8163;0.8167;0.8162;0.9369;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
RandomForestClassifier;0.9146;0.92;0.9146;0.9148;0.913;0.9145;0.913;0.913;0.8167;0.8175;0.8167;0.816;0.9824;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 99};RandomForestClassifier(n_estimators=10, random_state=99)
DecisionTreeClassifier;0.9098;0.9141;0.9098;0.9096;0.7826;0.7937;0.7826;0.784;0.8167;0.8217;0.8167;0.816;0.9323;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.897;0.9011;0.897;0.8965;0.8261;0.8326;0.8261;0.8214;0.8167;0.8175;0.8167;0.816;0.9227;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.8697;0.8726;0.8697;0.8691;0.8551;0.8681;0.8551;0.8582;0.8167;0.8193;0.8167;0.8157;0.9023;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
KNeighborsClassifier;0.8195;0.8302;0.8195;0.8199;0.9275;0.9328;0.9275;0.9283;0.8167;0.8166;0.8167;0.8156;0.932;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
DecisionTreeClassifier;0.8825;0.8854;0.8825;0.8819;0.8261;0.8277;0.8261;0.8267;0.8167;0.8166;0.8167;0.8156;0.9117;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.9275;0.9298;0.9275;0.9273;0.913;0.9149;0.913;0.9137;0.8167;0.8184;0.8167;0.8153;0.9844;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
KNeighborsClassifier;0.8437;0.851;0.8437;0.8446;0.8116;0.8195;0.8116;0.8139;0.8167;0.825;0.8167;0.8153;0.9413;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8227;0.8325;0.8227;0.8228;0.8261;0.8246;0.8261;0.8229;0.8167;0.825;0.8167;0.8153;0.9279;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8245;0.8325;0.8245;0.8249;0.8116;0.8115;0.8116;0.8108;0.8167;0.8187;0.8167;0.8147;0.9266;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
KNeighborsClassifier;0.8133;0.8217;0.8133;0.8131;0.8696;0.8748;0.8696;0.8691;0.8167;0.8187;0.8167;0.8147;0.928;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
DecisionTreeClassifier;0.8937;0.8991;0.8937;0.8939;0.913;0.9159;0.913;0.9118;0.8167;0.8153;0.8167;0.8147;0.9204;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
DecisionTreeClassifier;0.8791;0.8813;0.8791;0.8784;0.8696;0.8713;0.8696;0.8702;0.8167;0.8148;0.8167;0.8147;0.9094;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
DecisionTreeClassifier;0.8857;0.8897;0.8857;0.8854;0.8116;0.8309;0.8116;0.8146;0.8167;0.8153;0.8167;0.8147;0.9143;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)
KNeighborsClassifier;0.8181;0.824;0.8181;0.8174;0.8261;0.8289;0.8261;0.8256;0.8;0.8022;0.8;0.8008;0.9267;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.8857;0.8877;0.8857;0.8857;0.8696;0.8687;0.8696;0.8689;0.8;0.8;0.8;0.8;0.9142;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
KNeighborsClassifier;0.8131;0.8212;0.8131;0.8125;0.8841;0.8839;0.8841;0.8837;0.8;0.8005;0.8;0.7999;0.9342;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8118;0.8188;0.8118;0.8116;0.8986;0.9004;0.8986;0.8984;0.8;0.8005;0.8;0.7999;0.9342;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
