Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9226;0.9253;0.9226;0.9227;0.9565;0.9615;0.9565;0.957;0.8833;0.8918;0.8833;0.8847;0.9811;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.9227;0.9255;0.9227;0.9224;0.913;0.9224;0.913;0.9145;0.8833;0.8868;0.8833;0.884;0.9839;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 954};RandomForestClassifier(n_estimators=10, random_state=954)
RandomForestClassifier;0.9131;0.9192;0.9131;0.913;0.8986;0.8978;0.8986;0.8979;0.8833;0.884;0.8833;0.8833;0.9813;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9066;0.9113;0.9066;0.9069;0.9275;0.9336;0.9275;0.9286;0.8833;0.886;0.8833;0.8832;0.9756;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 99};RandomForestClassifier(n_estimators=20, random_state=99)
RandomForestClassifier;0.9355;0.9378;0.9355;0.9355;0.8841;0.8977;0.8841;0.884;0.8833;0.886;0.8833;0.8832;0.9852;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 799};RandomForestClassifier(n_estimators=20, random_state=799)
RandomForestClassifier;0.9259;0.9303;0.9259;0.9258;0.9565;0.9615;0.9565;0.957;0.8667;0.8759;0.8667;0.8684;0.9852;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
DecisionTreeClassifier;0.8842;0.8869;0.8842;0.883;0.7826;0.7778;0.7826;0.7751;0.8667;0.8739;0.8667;0.8679;0.9131;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)
RandomForestClassifier;0.9131;0.9169;0.9131;0.913;0.9275;0.9317;0.9275;0.9274;0.8667;0.8704;0.8667;0.8674;0.9802;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
DecisionTreeClassifier;0.8857;0.8893;0.8857;0.8855;0.8696;0.8688;0.8696;0.8689;0.8667;0.8709;0.8667;0.8673;0.9142;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 163};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=163)
RandomForestClassifier;0.913;0.9165;0.913;0.9134;0.9275;0.9296;0.9275;0.9274;0.8667;0.8673;0.8667;0.8666;0.9821;smote;250;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 99};RandomForestClassifier(n_estimators=10, random_state=99)
