Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
SVC;0.8048;0.8236;0.8048;0.8069;0.8542;0.8559;0.8542;0.8535;0.8167;0.8155;0.8167;0.8158;0.9148;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 320};SVC(C=10, probability=True, random_state=320)
DecisionTreeClassifier;0.9005;0.9021;0.9005;0.9006;0.8819;0.8932;0.8819;0.882;0.8167;0.8157;0.8167;0.8147;0.9253;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
SVC;0.7916;0.8123;0.7916;0.7946;0.8542;0.8536;0.8542;0.8538;0.8167;0.8171;0.8167;0.8144;0.908;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 53};SVC(C=10, probability=True, random_state=53)
SVC;0.797;0.8187;0.797;0.7998;0.875;0.8778;0.875;0.873;0.8167;0.8171;0.8167;0.8144;0.912;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 53};SVC(C=10, probability=True, random_state=53)
SVC;0.7994;0.8219;0.7994;0.8027;0.9167;0.9164;0.9167;0.9157;0.8167;0.8171;0.8167;0.8144;0.9138;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 53};SVC(C=10, probability=True, random_state=53)
SVC;0.8001;0.8241;0.8001;0.8027;0.8889;0.8916;0.8889;0.8898;0.8167;0.8171;0.8167;0.8144;0.9096;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 320};SVC(C=10, probability=True, random_state=320)
SVC;0.8009;0.8248;0.8009;0.804;0.9167;0.9184;0.9167;0.9173;0.8167;0.8171;0.8167;0.8144;0.9114;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 320};SVC(C=10, probability=True, random_state=320)
SVC;0.8109;0.8298;0.8109;0.8129;0.8403;0.843;0.8403;0.8395;0.8167;0.8231;0.8167;0.8128;0.9166;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 53};SVC(C=10, probability=True, random_state=53)
DecisionTreeClassifier;0.902;0.9042;0.902;0.9019;0.8125;0.8279;0.8125;0.8122;0.8;0.799;0.8;0.7985;0.9265;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
SVC;0.7893;0.8136;0.7893;0.792;0.9306;0.9308;0.9306;0.9306;0.8;0.7987;0.8;0.798;0.9108;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 558};SVC(C=10, probability=True, random_state=558)
DecisionTreeClassifier;0.9005;0.9027;0.9005;0.9003;0.875;0.8833;0.875;0.8754;0.8;0.7978;0.8;0.7966;0.9254;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9012;0.9035;0.9012;0.9012;0.7986;0.7976;0.7986;0.7974;0.8;0.8014;0.8;0.7953;0.9259;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9066;0.9084;0.9066;0.9067;0.8542;0.8568;0.8542;0.8549;0.7833;0.7877;0.7833;0.7814;0.93;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9128;0.9157;0.9128;0.9128;0.8819;0.8853;0.8819;0.8828;0.7833;0.801;0.7833;0.7803;0.9346;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9067;0.9097;0.9067;0.9067;0.7917;0.7964;0.7917;0.7933;0.7833;0.8053;0.7833;0.7794;0.9299;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9059;0.9077;0.9059;0.9057;0.8611;0.8669;0.8611;0.8627;0.7833;0.8035;0.7833;0.7784;0.9294;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.8873;0.8891;0.8873;0.8874;0.9306;0.9346;0.9306;0.9308;0.7667;0.777;0.7667;0.7642;0.9155;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9128;0.9144;0.9128;0.9128;0.8472;0.8489;0.8472;0.8476;0.7667;0.7698;0.7667;0.7637;0.9346;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9051;0.9065;0.9051;0.9049;0.875;0.8851;0.875;0.8741;0.7667;0.7756;0.7667;0.7624;0.9289;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9036;0.9043;0.9036;0.9034;0.8611;0.8634;0.8611;0.8616;0.7667;0.7756;0.7667;0.7624;0.9278;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.8905;0.892;0.8905;0.8902;0.9236;0.9234;0.9236;0.9235;0.7667;0.7781;0.7667;0.7623;0.9179;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9066;0.9083;0.9066;0.9065;0.8472;0.8496;0.8472;0.848;0.7667;0.7883;0.7667;0.762;0.93;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9113;0.9128;0.9113;0.9112;0.9097;0.9135;0.9097;0.9104;0.7667;0.7883;0.7667;0.762;0.9335;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9021;0.9048;0.9021;0.9023;0.8611;0.8613;0.8611;0.861;0.7667;0.7755;0.7667;0.7585;0.9266;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.8958;0.8968;0.8958;0.8957;0.8472;0.8479;0.8472;0.8457;0.75;0.7617;0.75;0.7454;0.9218;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.8989;0.9008;0.8989;0.8988;0.8889;0.8888;0.8889;0.8886;0.75;0.7613;0.75;0.7444;0.9241;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9036;0.9055;0.9036;0.9035;0.875;0.8918;0.875;0.8761;0.75;0.7522;0.75;0.7444;0.9277;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9012;0.9032;0.9012;0.901;0.8403;0.8466;0.8403;0.8413;0.75;0.7613;0.75;0.7444;0.926;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9136;0.9161;0.9136;0.9135;0.8542;0.8547;0.8542;0.8544;0.75;0.7613;0.75;0.7444;0.9352;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9028;0.9048;0.9028;0.9027;0.8958;0.9015;0.8958;0.8955;0.75;0.7613;0.75;0.7444;0.9271;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=463)
DecisionTreeClassifier;0.9028;0.9043;0.9028;0.9026;0.875;0.8742;0.875;0.8746;0.75;0.7763;0.75;0.7432;0.9271;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.9012;0.9053;0.9012;0.9016;0.8889;0.8982;0.8889;0.8895;0.75;0.7763;0.75;0.7432;0.9259;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.8904;0.8931;0.8904;0.8905;0.8889;0.89;0.8889;0.8884;0.75;0.7489;0.75;0.743;0.9178;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9105;0.9116;0.9105;0.9104;0.8611;0.871;0.8611;0.8618;0.7333;0.7367;0.7333;0.7267;0.9329;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 300};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=300)
DecisionTreeClassifier;0.8966;0.8986;0.8966;0.8966;0.9097;0.914;0.9097;0.9108;0.7333;0.7475;0.7333;0.7259;0.9225;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.905;0.906;0.905;0.9049;0.8681;0.8806;0.8681;0.87;0.7167;0.7113;0.7167;0.7131;0.9288;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 463};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=463)
DecisionTreeClassifier;0.8912;0.893;0.8912;0.8906;0.875;0.8752;0.875;0.8746;0.7167;0.7237;0.7167;0.7068;0.9184;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
DecisionTreeClassifier;0.9043;0.9077;0.9043;0.9045;0.8403;0.846;0.8403;0.8381;0.7;0.699;0.7;0.6894;0.9283;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 269};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=269)
LogisticRegression;0.713;0.7181;0.713;0.7132;0.7153;0.7171;0.7153;0.7152;0.6833;0.6956;0.6833;0.6845;0.8981;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7084;0.7161;0.7084;0.7073;0.7361;0.747;0.7361;0.7385;0.6667;0.6774;0.6667;0.6686;0.8967;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7207;0.7255;0.7207;0.7212;0.7153;0.7242;0.7153;0.7181;0.6667;0.683;0.6667;0.6677;0.8962;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7122;0.7168;0.7122;0.713;0.7986;0.8056;0.7986;0.7993;0.6667;0.683;0.6667;0.6677;0.894;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7114;0.7156;0.7114;0.712;0.7708;0.7849;0.7708;0.7718;0.6667;0.683;0.6667;0.6677;0.8945;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7169;0.7224;0.7169;0.7175;0.7361;0.7371;0.7361;0.7355;0.6667;0.683;0.6667;0.6677;0.8992;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7276;0.7349;0.7276;0.728;0.6667;0.6817;0.6667;0.6685;0.65;0.6647;0.65;0.6519;0.9038;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7091;0.7141;0.7091;0.709;0.7431;0.7573;0.7431;0.7459;0.65;0.6647;0.65;0.6519;0.8971;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7276;0.734;0.7276;0.728;0.6944;0.711;0.6944;0.697;0.65;0.6647;0.65;0.6519;0.8998;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7029;0.7069;0.7029;0.703;0.75;0.7497;0.75;0.7496;0.65;0.6647;0.65;0.6519;0.8957;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7191;0.722;0.7191;0.7191;0.7014;0.7181;0.7014;0.705;0.65;0.6647;0.65;0.6519;0.8972;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7123;0.7181;0.7123;0.712;0.7917;0.8077;0.7917;0.794;0.65;0.6647;0.65;0.6519;0.8928;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7099;0.7146;0.7099;0.7103;0.7778;0.778;0.7778;0.7775;0.65;0.6647;0.65;0.6519;0.8926;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7215;0.7264;0.7215;0.7221;0.6806;0.6819;0.6806;0.6789;0.65;0.6606;0.65;0.6514;0.899;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.716;0.7213;0.716;0.716;0.7153;0.7463;0.7153;0.718;0.6333;0.652;0.6333;0.6346;0.8998;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.716;0.72;0.716;0.7155;0.7222;0.7412;0.7222;0.722;0.6333;0.652;0.6333;0.6346;0.8975;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7191;0.7239;0.7191;0.7194;0.6319;0.6456;0.6319;0.6371;0.6333;0.652;0.6333;0.6346;0.8999;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7176;0.7218;0.7176;0.7173;0.7222;0.7272;0.7222;0.7237;0.6333;0.652;0.6333;0.6346;0.8978;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.72;0.7252;0.72;0.7202;0.6806;0.6997;0.6806;0.6814;0.6333;0.652;0.6333;0.6346;0.9012;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 0.1, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7168;0.7206;0.7168;0.7169;0.7014;0.704;0.7014;0.7007;0.6167;0.6264;0.6167;0.6183;0.8997;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7214;0.725;0.7214;0.7215;0.6736;0.6721;0.6736;0.6721;0.6167;0.625;0.6167;0.618;0.8993;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7176;0.7225;0.7176;0.7179;0.6875;0.689;0.6875;0.6877;0.6167;0.625;0.6167;0.618;0.8954;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7192;0.7249;0.7192;0.7198;0.75;0.752;0.75;0.7507;0.6;0.6092;0.6;0.6023;0.898;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7068;0.7115;0.7068;0.707;0.75;0.7551;0.75;0.7472;0.6;0.6076;0.6;0.6022;0.8953;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 633, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=633)"
LogisticRegression;0.7106;0.7176;0.7106;0.7113;0.7569;0.7571;0.7569;0.7558;0.6;0.6029;0.6;0.6007;0.8956;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7122;0.7165;0.7122;0.7125;0.7014;0.7077;0.7014;0.7027;0.6;0.6047;0.6;0.5994;0.8961;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.7114;0.7191;0.7114;0.7123;0.7708;0.7706;0.7708;0.7707;0.6;0.6047;0.6;0.5994;0.8951;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 967, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=967)"
LogisticRegression;0.7123;0.7166;0.7123;0.712;0.7014;0.7025;0.7014;0.7008;0.5833;0.5891;0.5833;0.5846;0.8977;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
LogisticRegression;0.706;0.713;0.706;0.7059;0.7292;0.7346;0.7292;0.7291;0.5833;0.5916;0.5833;0.5833;0.8972;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'penalty': 'l2', 'random_state': 550, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=550)"
