Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8842;0.8877;0.8842;0.8845;0.8958;0.902;0.8958;0.897;0.8333;0.8454;0.8333;0.8318;0.9737;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 496};RandomForestClassifier(n_estimators=10, random_state=496)
RandomForestClassifier;0.8858;0.8892;0.8858;0.886;0.8611;0.8596;0.8611;0.8584;0.8333;0.8454;0.8333;0.8318;0.974;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 3};RandomForestClassifier(n_estimators=10, random_state=3)
RandomForestClassifier;0.8943;0.8977;0.8943;0.8948;0.8819;0.8821;0.8819;0.8812;0.8333;0.8454;0.8333;0.8318;0.9768;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 3};RandomForestClassifier(n_estimators=20, random_state=3)
KNeighborsClassifier;0.8118;0.8142;0.8118;0.8119;0.8958;0.8989;0.8958;0.8946;0.8333;0.8337;0.8333;0.831;0.9439;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.8804;0.8836;0.8804;0.8805;0.875;0.8775;0.875;0.876;0.8333;0.8371;0.8333;0.8307;0.976;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 948};RandomForestClassifier(n_estimators=20, random_state=948)
RandomForestClassifier;0.8951;0.8987;0.8951;0.8952;0.8819;0.8809;0.8819;0.881;0.8167;0.8329;0.8167;0.8169;0.9768;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 496};RandomForestClassifier(n_estimators=20, random_state=496)
RandomForestClassifier;0.8881;0.8904;0.8881;0.8884;0.8681;0.867;0.8681;0.8673;0.8167;0.8175;0.8167;0.816;0.976;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 948};RandomForestClassifier(n_estimators=20, random_state=948)
KNeighborsClassifier;0.8241;0.8261;0.8241;0.8241;0.8681;0.8732;0.8681;0.8692;0.8167;0.8209;0.8167;0.8158;0.9496;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8364;0.8401;0.8364;0.8359;0.8472;0.8487;0.8472;0.8449;0.8167;0.8209;0.8167;0.8158;0.9534;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8164;0.8187;0.8164;0.8163;0.9028;0.9026;0.9028;0.9026;0.8167;0.8209;0.8167;0.8158;0.9483;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
