Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9115;0.9133;0.9115;0.9117;0.8912;0.8908;0.8912;0.8907;0.9;0.9015;0.9;0.9004;0.9817;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
KNeighborsClassifier;0.8764;0.8777;0.8764;0.8767;0.8946;0.895;0.8946;0.8947;0.9;0.8998;0.9;0.8995;0.9688;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.8991;0.9006;0.8991;0.8993;0.949;0.9487;0.949;0.9487;0.9;0.9032;0.9;0.8988;0.98;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
DecisionTreeClassifier;0.8927;0.8934;0.8927;0.8926;0.8537;0.8566;0.8537;0.8537;0.8833;0.8875;0.8833;0.884;0.9198;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
RandomForestClassifier;0.9082;0.9091;0.9082;0.9082;0.9286;0.929;0.9286;0.9282;0.8833;0.8833;0.8833;0.8833;0.9787;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
DecisionTreeClassifier;0.8866;0.8881;0.8866;0.8866;0.8401;0.8498;0.8401;0.8417;0.8833;0.8873;0.8833;0.8826;0.9152;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
KNeighborsClassifier;0.8639;0.8655;0.8639;0.8639;0.915;0.9146;0.915;0.9143;0.8833;0.8836;0.8833;0.8823;0.9665;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8658;0.8681;0.8658;0.8661;0.9184;0.918;0.9184;0.9177;0.8833;0.8836;0.8833;0.8823;0.9663;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8704;0.8718;0.8704;0.8703;0.9014;0.9035;0.9014;0.9015;0.8833;0.8836;0.8833;0.8823;0.9675;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8681;0.8704;0.8681;0.8686;0.8878;0.8878;0.8878;0.8875;0.8833;0.8836;0.8833;0.8823;0.9679;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.8881;0.8902;0.8881;0.8881;0.8707;0.8696;0.8707;0.8694;0.8833;0.8897;0.8833;0.8819;0.9161;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
DecisionTreeClassifier;0.8961;0.8971;0.8961;0.896;0.8673;0.8697;0.8673;0.8671;0.8667;0.8739;0.8667;0.8679;0.922;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=804)
RandomForestClassifier;0.9063;0.9071;0.9063;0.9064;0.8912;0.893;0.8912;0.8918;0.8667;0.873;0.8667;0.8675;0.9811;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
RandomForestClassifier;0.9085;0.9101;0.9085;0.9087;0.8912;0.8985;0.8912;0.8919;0.8667;0.873;0.8667;0.8675;0.9808;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 366};RandomForestClassifier(n_estimators=10, random_state=366)
DecisionTreeClassifier;0.884;0.885;0.884;0.884;0.9116;0.9206;0.9116;0.9129;0.8667;0.8704;0.8667;0.8674;0.9132;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
RandomForestClassifier;0.901;0.902;0.901;0.9011;0.9354;0.9353;0.9354;0.9353;0.8667;0.8681;0.8667;0.867;0.979;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
RandomForestClassifier;0.907;0.9089;0.907;0.9073;0.9116;0.912;0.9116;0.9117;0.8667;0.8681;0.8667;0.867;0.9803;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
DecisionTreeClassifier;0.8976;0.8992;0.8976;0.8978;0.8503;0.8616;0.8503;0.852;0.8667;0.8722;0.8667;0.8667;0.9234;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
DecisionTreeClassifier;0.89;0.8911;0.89;0.89;0.8605;0.8651;0.8605;0.8615;0.8667;0.8722;0.8667;0.8667;0.9177;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=513)
DecisionTreeClassifier;0.8957;0.8965;0.8957;0.8957;0.8741;0.8831;0.8741;0.8755;0.8667;0.8722;0.8667;0.8667;0.922;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=871)
KNeighborsClassifier;0.8643;0.8658;0.8643;0.8644;0.898;0.8997;0.898;0.8985;0.8667;0.8664;0.8667;0.8662;0.966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8673;0.8702;0.8673;0.868;0.9048;0.9053;0.9048;0.905;0.8667;0.8664;0.8667;0.8662;0.964;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8738;0.8765;0.8738;0.8742;0.8707;0.875;0.8707;0.872;0.8667;0.8664;0.8667;0.8662;0.9646;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8711;0.8749;0.8711;0.8717;0.8946;0.8951;0.8946;0.8948;0.8667;0.8664;0.8667;0.8662;0.9646;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8658;0.8677;0.8658;0.8662;0.9048;0.9058;0.9048;0.9052;0.8667;0.8664;0.8667;0.8662;0.9666;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.9059;0.9076;0.9059;0.9059;0.9082;0.9126;0.9082;0.9087;0.8667;0.8664;0.8667;0.8662;0.9797;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
KNeighborsClassifier;0.8673;0.8696;0.8673;0.8675;0.8741;0.8751;0.8741;0.8745;0.8667;0.8664;0.8667;0.8662;0.9651;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8651;0.8664;0.8651;0.8652;0.8741;0.8802;0.8741;0.8747;0.8667;0.8664;0.8667;0.8662;0.9661;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
DecisionTreeClassifier;0.8912;0.8922;0.8912;0.8911;0.8673;0.8785;0.8673;0.8689;0.85;0.8611;0.85;0.8517;0.9186;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=804)
DecisionTreeClassifier;0.8896;0.8904;0.8896;0.8895;0.8333;0.8461;0.8333;0.8333;0.85;0.8611;0.85;0.8517;0.9172;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=804)
DecisionTreeClassifier;0.896;0.8969;0.896;0.896;0.881;0.8905;0.881;0.8825;0.85;0.8557;0.85;0.8514;0.922;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
DecisionTreeClassifier;0.8919;0.8933;0.8919;0.8919;0.8571;0.8694;0.8571;0.8589;0.85;0.8579;0.85;0.8507;0.9189;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=804)
DecisionTreeClassifier;0.89;0.891;0.89;0.89;0.8946;0.8991;0.8946;0.8955;0.85;0.8579;0.85;0.8507;0.9175;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
DecisionTreeClassifier;0.8953;0.8973;0.8953;0.8954;0.8673;0.8817;0.8673;0.87;0.85;0.8579;0.85;0.8507;0.9217;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
DecisionTreeClassifier;0.8859;0.8874;0.8859;0.8856;0.898;0.9031;0.898;0.8992;0.85;0.8579;0.85;0.8507;0.9143;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
DecisionTreeClassifier;0.8946;0.8957;0.8946;0.8945;0.8469;0.8572;0.8469;0.8474;0.85;0.8579;0.85;0.8507;0.9211;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
RandomForestClassifier;0.9085;0.9099;0.9085;0.9086;0.9048;0.908;0.9048;0.9055;0.85;0.8539;0.85;0.8505;0.9798;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
RandomForestClassifier;0.9123;0.9134;0.9123;0.9124;0.9048;0.9067;0.9048;0.905;0.85;0.8539;0.85;0.8505;0.9821;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
KNeighborsClassifier;0.8711;0.8737;0.8711;0.8718;0.8605;0.8596;0.8605;0.8599;0.85;0.8539;0.85;0.8505;0.966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
DecisionTreeClassifier;0.8968;0.8986;0.8968;0.8969;0.8639;0.8702;0.8639;0.8656;0.85;0.8563;0.85;0.8504;0.9228;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=804)
DecisionTreeClassifier;0.8942;0.8953;0.8942;0.8943;0.915;0.9178;0.915;0.9156;0.85;0.85;0.85;0.85;0.9209;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
