Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8685;0.871;0.8685;0.8687;0.9082;0.9081;0.9082;0.9078;0.85;0.85;0.85;0.85;0.9676;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8734;0.8753;0.8734;0.8737;0.8844;0.8883;0.8844;0.885;0.85;0.8506;0.85;0.8499;0.9652;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8753;0.8768;0.8753;0.8754;0.8776;0.877;0.8776;0.8772;0.85;0.8506;0.85;0.8499;0.9661;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.9014;0.9022;0.9014;0.9014;0.9116;0.9121;0.9116;0.911;0.85;0.8506;0.85;0.8499;0.9806;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
KNeighborsClassifier;0.8654;0.8677;0.8654;0.8659;0.898;0.8991;0.898;0.8984;0.85;0.8506;0.85;0.8499;0.9674;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.9123;0.9132;0.9123;0.9125;0.8946;0.895;0.8946;0.8946;0.85;0.8508;0.85;0.849;0.981;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
KNeighborsClassifier;0.8617;0.8633;0.8617;0.8619;0.8878;0.8875;0.8878;0.8871;0.85;0.8505;0.85;0.8489;0.9657;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8723;0.8739;0.8723;0.8723;0.8878;0.8887;0.8878;0.8881;0.85;0.8505;0.85;0.8489;0.9674;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9018;0.9039;0.9018;0.9019;0.8844;0.8861;0.8844;0.8846;0.85;0.8492;0.85;0.8485;0.9796;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 607};RandomForestClassifier(n_estimators=10, random_state=607)
RandomForestClassifier;0.904;0.9062;0.904;0.9041;0.915;0.9175;0.915;0.9156;0.85;0.8492;0.85;0.8485;0.9785;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 607};RandomForestClassifier(n_estimators=10, random_state=607)
RandomForestClassifier;0.9089;0.9103;0.9089;0.909;0.8878;0.8932;0.8878;0.8892;0.85;0.8492;0.85;0.8485;0.9809;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 645};RandomForestClassifier(n_estimators=5, random_state=645)
KNeighborsClassifier;0.8658;0.8678;0.8658;0.8662;0.9184;0.9183;0.9184;0.918;0.85;0.8492;0.85;0.8485;0.9651;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8655;0.8664;0.8655;0.8654;0.9252;0.9268;0.9252;0.9255;0.85;0.8492;0.85;0.8485;0.966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.8987;0.8998;0.8987;0.8988;0.8844;0.8882;0.8844;0.8851;0.8333;0.8419;0.8333;0.8353;0.9239;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 804};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=804)
RandomForestClassifier;0.9086;0.9094;0.9086;0.9087;0.9048;0.9081;0.9048;0.9056;0.8333;0.8399;0.8333;0.8344;0.9798;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
DecisionTreeClassifier;0.8946;0.8954;0.8946;0.8946;0.8912;0.8912;0.8912;0.8911;0.8333;0.8355;0.8333;0.8341;0.9212;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 871};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=871)
RandomForestClassifier;0.9003;0.902;0.9003;0.9005;0.9218;0.9225;0.9218;0.922;0.8333;0.8355;0.8333;0.8341;0.9798;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 366};RandomForestClassifier(n_estimators=10, random_state=366)
RandomForestClassifier;0.8999;0.9017;0.8999;0.9001;0.9048;0.9062;0.9048;0.9053;0.8333;0.8355;0.8333;0.8341;0.9796;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
RandomForestClassifier;0.9108;0.9123;0.9108;0.911;0.9184;0.9194;0.9184;0.9184;0.8333;0.8405;0.8333;0.8338;0.9809;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
KNeighborsClassifier;0.8636;0.865;0.8636;0.8638;0.915;0.9149;0.915;0.9149;0.8333;0.836;0.8333;0.8335;0.9659;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.9082;0.9092;0.9082;0.9083;0.9184;0.92;0.9184;0.9187;0.8333;0.833;0.8333;0.8328;0.9804;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
RandomForestClassifier;0.907;0.9084;0.907;0.9071;0.9082;0.9078;0.9082;0.9079;0.8333;0.833;0.8333;0.8328;0.9793;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
KNeighborsClassifier;0.8628;0.8645;0.8628;0.8631;0.8878;0.8875;0.8878;0.8876;0.8333;0.8341;0.8333;0.8327;0.964;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8677;0.8699;0.8677;0.868;0.8844;0.8865;0.8844;0.8846;0.8333;0.8341;0.8333;0.8327;0.9642;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8677;0.8697;0.8677;0.8681;0.9014;0.9015;0.9014;0.9014;0.8333;0.8322;0.8333;0.8324;0.9671;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9078;0.9088;0.9078;0.908;0.898;0.8991;0.898;0.8982;0.8333;0.8322;0.8333;0.8324;0.9814;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 607};RandomForestClassifier(n_estimators=20, random_state=607)
RandomForestClassifier;0.9055;0.9071;0.9055;0.9057;0.9014;0.904;0.9014;0.9019;0.8333;0.8317;0.8333;0.8315;0.9804;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 645};RandomForestClassifier(n_estimators=5, random_state=645)
RandomForestClassifier;0.9048;0.9063;0.9048;0.9051;0.9184;0.9182;0.9184;0.9182;0.8333;0.8317;0.8333;0.8315;0.9808;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 366};RandomForestClassifier(n_estimators=20, random_state=366)
RandomForestClassifier;0.907;0.9085;0.907;0.9072;0.9116;0.9131;0.9116;0.9119;0.8333;0.8317;0.8333;0.8315;0.98;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 645};RandomForestClassifier(n_estimators=10, random_state=645)
DecisionTreeClassifier;0.8957;0.8965;0.8957;0.8955;0.8878;0.8953;0.8878;0.8877;0.8167;0.8373;0.8167;0.8184;0.9217;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
RandomForestClassifier;0.9078;0.9089;0.9078;0.9079;0.8844;0.8861;0.8844;0.8849;0.8167;0.8214;0.8167;0.8181;0.9817;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
KNeighborsClassifier;0.8696;0.8713;0.8696;0.8697;0.9048;0.9077;0.9048;0.9055;0.8167;0.8221;0.8167;0.818;0.9678;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
