Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8018;0.8056;0.8018;0.8023;0.8542;0.8555;0.8542;0.8532;0.8333;0.8331;0.8333;0.8329;0.9359;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8094;0.8149;0.8094;0.8101;0.9167;0.9177;0.9167;0.9169;0.8333;0.8331;0.8333;0.8329;0.9428;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8735;0.878;0.8735;0.8741;0.9097;0.91;0.9097;0.9094;0.8333;0.8341;0.8333;0.8327;0.9719;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
KNeighborsClassifier;0.8148;0.8217;0.8148;0.8153;0.8611;0.865;0.8611;0.8617;0.8333;0.8341;0.8333;0.8327;0.9396;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
DecisionTreeClassifier;0.8502;0.8529;0.8502;0.8501;0.9167;0.9172;0.9167;0.9166;0.8333;0.8322;0.8333;0.8324;0.8876;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=458)
RandomForestClassifier;0.8843;0.8889;0.8843;0.8846;0.8681;0.8698;0.8681;0.8682;0.8333;0.8333;0.8333;0.8323;0.9709;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.8781;0.8813;0.8781;0.8779;0.8819;0.8876;0.8819;0.8806;0.8333;0.8333;0.8333;0.8323;0.9701;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.8789;0.8823;0.8789;0.8792;0.8958;0.9003;0.8958;0.8961;0.8333;0.8333;0.8333;0.8323;0.9716;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
RandomForestClassifier;0.8827;0.8865;0.8827;0.8833;0.9097;0.9112;0.9097;0.91;0.8333;0.8333;0.8333;0.8323;0.9676;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
RandomForestClassifier;0.8719;0.8737;0.8719;0.8722;0.8958;0.9049;0.8958;0.8963;0.8333;0.8333;0.8333;0.8323;0.9702;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 787};RandomForestClassifier(n_estimators=10, random_state=787)
RandomForestClassifier;0.8796;0.8828;0.8796;0.8799;0.8819;0.8856;0.8819;0.8826;0.8333;0.8333;0.8333;0.8323;0.9705;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.885;0.8872;0.885;0.8847;0.875;0.8775;0.875;0.8748;0.8333;0.8333;0.8333;0.8323;0.9689;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.8788;0.8841;0.8788;0.8789;0.875;0.8747;0.875;0.8733;0.8333;0.8333;0.8333;0.8323;0.9683;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 19};RandomForestClassifier(n_estimators=10, random_state=19)
RandomForestClassifier;0.8804;0.8844;0.8804;0.8808;0.8889;0.8969;0.8889;0.8892;0.8333;0.8333;0.8333;0.8323;0.9692;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 19};RandomForestClassifier(n_estimators=10, random_state=19)
RandomForestClassifier;0.8866;0.8894;0.8866;0.8866;0.8611;0.8632;0.8611;0.8609;0.8333;0.8333;0.8333;0.8323;0.9705;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
RandomForestClassifier;0.8781;0.8808;0.8781;0.8781;0.8472;0.8494;0.8472;0.8478;0.8333;0.8333;0.8333;0.8323;0.9694;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.8781;0.8814;0.8781;0.8785;0.8889;0.8906;0.8889;0.8889;0.8333;0.8333;0.8333;0.8323;0.9672;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
RandomForestClassifier;0.8866;0.8893;0.8866;0.8868;0.8958;0.8957;0.8958;0.8956;0.8333;0.8333;0.8333;0.8323;0.9699;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
DecisionTreeClassifier;0.8602;0.8616;0.8602;0.8602;0.8333;0.8355;0.8333;0.8342;0.8333;0.8333;0.8333;0.8323;0.8952;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 195};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=195)
RandomForestClassifier;0.8873;0.8902;0.8873;0.8874;0.9097;0.9111;0.9097;0.91;0.8333;0.8333;0.8333;0.8323;0.9692;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
KNeighborsClassifier;0.8162;0.8235;0.8162;0.8171;0.8542;0.8567;0.8542;0.8547;0.8333;0.8317;0.8333;0.8315;0.9397;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8125;0.8186;0.8125;0.8131;0.875;0.8787;0.875;0.8756;0.8167;0.8189;0.8167;0.8174;0.9366;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.8634;0.8659;0.8634;0.8633;0.8681;0.8759;0.8681;0.8686;0.8167;0.8163;0.8167;0.8162;0.8975;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
KNeighborsClassifier;0.8141;0.821;0.8141;0.8142;0.8403;0.842;0.8403;0.8407;0.8167;0.8155;0.8167;0.8158;0.9402;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8233;0.8296;0.8233;0.8238;0.8681;0.868;0.8681;0.867;0.8167;0.8155;0.8167;0.8158;0.9406;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8163;0.8226;0.8163;0.8171;0.8542;0.8595;0.8542;0.855;0.8167;0.8155;0.8167;0.8158;0.9386;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.824;0.8289;0.824;0.8247;0.875;0.8762;0.875;0.8754;0.8167;0.8155;0.8167;0.8158;0.94;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8156;0.8221;0.8156;0.8162;0.8681;0.8704;0.8681;0.8686;0.8167;0.8155;0.8167;0.8158;0.9355;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8094;0.8153;0.8094;0.8099;0.9306;0.9319;0.9306;0.9307;0.8167;0.8155;0.8167;0.8158;0.9362;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8209;0.8267;0.8209;0.8217;0.8472;0.8491;0.8472;0.8477;0.8167;0.8155;0.8167;0.8158;0.9374;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.8635;0.8668;0.8635;0.8635;0.8264;0.8382;0.8264;0.8293;0.8167;0.8166;0.8167;0.8156;0.8976;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 195};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=195)
KNeighborsClassifier;0.8117;0.8176;0.8117;0.8126;0.9097;0.9148;0.9097;0.9105;0.8167;0.8172;0.8167;0.8155;0.9383;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8217;0.8279;0.8217;0.8223;0.8264;0.8351;0.8264;0.8265;0.8167;0.8172;0.8167;0.8155;0.9414;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8194;0.8236;0.8194;0.8195;0.8056;0.8163;0.8056;0.807;0.8167;0.8172;0.8167;0.8155;0.9435;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.8711;0.8757;0.8711;0.8707;0.9236;0.9256;0.9236;0.9241;0.8167;0.8172;0.8167;0.8155;0.9682;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
DecisionTreeClassifier;0.8634;0.866;0.8634;0.8635;0.8125;0.826;0.8125;0.816;0.8167;0.8172;0.8167;0.8155;0.8975;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
RandomForestClassifier;0.8796;0.8833;0.8796;0.8799;0.8889;0.8936;0.8889;0.8899;0.8167;0.8178;0.8167;0.8148;0.9673;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
RandomForestClassifier;0.8819;0.8853;0.8819;0.882;0.875;0.888;0.875;0.8741;0.8167;0.8178;0.8167;0.8148;0.9678;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
RandomForestClassifier;0.8842;0.8868;0.8842;0.8844;0.875;0.8754;0.875;0.8751;0.8167;0.8178;0.8167;0.8148;0.9705;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 787};RandomForestClassifier(n_estimators=20, random_state=787)
RandomForestClassifier;0.8911;0.895;0.8911;0.8915;0.8889;0.8928;0.8889;0.8894;0.8167;0.8178;0.8167;0.8148;0.9698;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 19};RandomForestClassifier(n_estimators=10, random_state=19)
RandomForestClassifier;0.8812;0.8843;0.8812;0.8815;0.8819;0.8852;0.8819;0.8819;0.8167;0.8178;0.8167;0.8148;0.9692;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
RandomForestClassifier;0.8888;0.8935;0.8888;0.889;0.8958;0.8953;0.8958;0.8954;0.8167;0.8178;0.8167;0.8148;0.9696;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 19};RandomForestClassifier(n_estimators=10, random_state=19)
RandomForestClassifier;0.8811;0.8839;0.8811;0.8813;0.8889;0.8894;0.8889;0.8889;0.8167;0.8178;0.8167;0.8148;0.9692;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 19};RandomForestClassifier(n_estimators=10, random_state=19)
DecisionTreeClassifier;0.8542;0.8579;0.8542;0.8542;0.8125;0.8196;0.8125;0.8116;0.8167;0.8148;0.8167;0.8147;0.8906;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 195};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=195)
KNeighborsClassifier;0.8118;0.819;0.8118;0.8127;0.8125;0.8193;0.8125;0.8125;0.8167;0.8157;0.8167;0.8147;0.9407;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.8719;0.8742;0.8719;0.8718;0.8333;0.8418;0.8333;0.8328;0.8167;0.8148;0.8167;0.8147;0.9039;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
RandomForestClassifier;0.8812;0.8852;0.8812;0.8814;0.8542;0.8604;0.8542;0.8539;0.8167;0.8171;0.8167;0.8144;0.9716;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
KNeighborsClassifier;0.8101;0.815;0.8101;0.8107;0.8264;0.835;0.8264;0.828;0.8167;0.8138;0.8167;0.8139;0.936;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8234;0.8296;0.8234;0.8238;0.8681;0.8821;0.8681;0.8689;0.8;0.8005;0.8;0.7999;0.9426;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8186;0.8223;0.8186;0.8191;0.8333;0.8379;0.8333;0.8337;0.8;0.7989;0.8;0.7991;0.9417;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8141;0.8193;0.8141;0.8148;0.8889;0.8993;0.8889;0.8905;0.8;0.7989;0.8;0.7991;0.9381;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8194;0.829;0.8194;0.8204;0.7708;0.774;0.7708;0.7717;0.8;0.8026;0.8;0.7989;0.94;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.8588;0.8617;0.8588;0.8584;0.8681;0.8735;0.8681;0.8691;0.8;0.8002;0.8;0.7988;0.8941;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 195};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=195)
DecisionTreeClassifier;0.8418;0.8434;0.8418;0.8414;0.8681;0.8685;0.8681;0.8682;0.8;0.798;0.8;0.7987;0.8814;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=458)
DecisionTreeClassifier;0.8588;0.8598;0.8588;0.8582;0.8264;0.836;0.8264;0.8285;0.8;0.798;0.8;0.7987;0.894;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
DecisionTreeClassifier;0.8665;0.8685;0.8665;0.8664;0.8264;0.8349;0.8264;0.8287;0.8;0.7989;0.8;0.7985;0.8998;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=458)
KNeighborsClassifier;0.8125;0.8184;0.8125;0.8121;0.8681;0.8692;0.8681;0.8675;0.8;0.799;0.8;0.7985;0.9368;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.8534;0.8556;0.8534;0.853;0.8472;0.8612;0.8472;0.8487;0.8;0.8012;0.8;0.7981;0.89;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
DecisionTreeClassifier;0.8626;0.8649;0.8626;0.8627;0.8333;0.8378;0.8333;0.8329;0.8;0.8012;0.8;0.7981;0.897;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=458)
DecisionTreeClassifier;0.8673;0.8699;0.8673;0.8675;0.8472;0.8649;0.8472;0.8488;0.8;0.8029;0.8;0.797;0.9004;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=458)
RandomForestClassifier;0.8804;0.8835;0.8804;0.8806;0.8611;0.8706;0.8611;0.8623;0.8;0.8029;0.8;0.797;0.9665;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 787};RandomForestClassifier(n_estimators=5, random_state=787)
RandomForestClassifier;0.8835;0.8897;0.8835;0.8837;0.9028;0.9042;0.9028;0.903;0.8;0.8011;0.8;0.7963;0.9696;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 392};RandomForestClassifier(n_estimators=20, random_state=392)
DecisionTreeClassifier;0.8595;0.8611;0.8595;0.8594;0.8611;0.8621;0.8611;0.8612;0.8;0.7967;0.8;0.796;0.8947;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 458};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=458)
DecisionTreeClassifier;0.8464;0.848;0.8464;0.8464;0.8472;0.8468;0.8472;0.8467;0.8;0.7967;0.8;0.796;0.8849;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 396};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=396)
