Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8469;0.8548;0.8469;0.8466;0.9048;0.9067;0.9048;0.9051;0.85;0.8541;0.85;0.851;0.9452;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8499;0.8561;0.8499;0.8492;0.9014;0.9062;0.9014;0.9011;0.85;0.8541;0.85;0.851;0.9422;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8541;0.8588;0.8541;0.8543;0.8537;0.8588;0.8537;0.854;0.85;0.8541;0.85;0.851;0.9466;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8541;0.8572;0.8541;0.8543;0.8673;0.8721;0.8673;0.8684;0.85;0.8541;0.85;0.851;0.9504;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8553;0.8595;0.8553;0.8554;0.8844;0.8901;0.8844;0.8853;0.85;0.8541;0.85;0.851;0.9486;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8548;0.8607;0.8548;0.8551;0.8469;0.8485;0.8469;0.8465;0.85;0.8541;0.85;0.851;0.9463;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8549;0.8582;0.8549;0.8547;0.8639;0.871;0.8639;0.8642;0.85;0.8541;0.85;0.851;0.944;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8428;0.8466;0.8428;0.8427;0.8844;0.9016;0.8844;0.8849;0.85;0.8541;0.85;0.851;0.9412;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8386;0.8408;0.8386;0.8384;0.9082;0.9094;0.9082;0.9083;0.85;0.8541;0.85;0.851;0.9379;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8567;0.8607;0.8567;0.8573;0.8912;0.898;0.8912;0.8922;0.85;0.8541;0.85;0.851;0.947;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8564;0.8608;0.8564;0.8566;0.8503;0.8556;0.8503;0.8517;0.85;0.8541;0.85;0.851;0.9479;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
DecisionTreeClassifier;0.8946;0.9014;0.8946;0.8953;0.8776;0.8888;0.8776;0.8786;0.85;0.8554;0.85;0.8504;0.9676;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8911;0.8973;0.8911;0.8918;0.8946;0.9017;0.8946;0.8953;0.85;0.8554;0.85;0.8504;0.9676;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8949;0.9019;0.8949;0.8956;0.8776;0.8824;0.8776;0.8789;0.85;0.8554;0.85;0.8504;0.9717;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8964;0.9024;0.8964;0.897;0.8469;0.8516;0.8469;0.8484;0.85;0.8554;0.85;0.8504;0.9711;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8881;0.8965;0.8881;0.8888;0.9048;0.908;0.9048;0.9053;0.85;0.8554;0.85;0.8504;0.9696;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8855;0.8923;0.8855;0.8863;0.9048;0.9079;0.9048;0.9053;0.85;0.8554;0.85;0.8504;0.9693;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8878;0.8934;0.8878;0.8886;0.9082;0.9124;0.9082;0.9084;0.85;0.8554;0.85;0.8504;0.9693;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8931;0.8997;0.8931;0.8938;0.9048;0.9069;0.9048;0.9052;0.85;0.8554;0.85;0.8504;0.9689;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8889;0.8962;0.8889;0.8897;0.8912;0.8983;0.8912;0.8912;0.85;0.8554;0.85;0.8504;0.9695;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
RandomForestClassifier;0.8957;0.9007;0.8957;0.8962;0.8878;0.8934;0.8878;0.8885;0.85;0.8554;0.85;0.8504;0.9745;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 427};RandomForestClassifier(n_estimators=20, random_state=427)
DecisionTreeClassifier;0.8908;0.8975;0.8908;0.8915;0.8844;0.8888;0.8844;0.8854;0.85;0.8554;0.85;0.8504;0.9692;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8912;0.8985;0.8912;0.8919;0.8741;0.8808;0.8741;0.8735;0.85;0.8554;0.85;0.8504;0.9683;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
RandomForestClassifier;0.8931;0.898;0.8931;0.8936;0.8605;0.866;0.8605;0.862;0.85;0.8554;0.85;0.8504;0.9729;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 546};RandomForestClassifier(n_estimators=10, random_state=546)
RandomForestClassifier;0.8938;0.8988;0.8938;0.8945;0.8776;0.8795;0.8776;0.8781;0.85;0.8514;0.85;0.8504;0.9712;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 78};RandomForestClassifier(n_estimators=5, random_state=78)
DecisionTreeClassifier;0.89;0.8955;0.89;0.8905;0.8707;0.8883;0.8707;0.872;0.85;0.8554;0.85;0.8504;0.9697;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 101};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=101)
DecisionTreeClassifier;0.8828;0.89;0.8828;0.8834;0.9252;0.9275;0.9252;0.9253;0.85;0.8554;0.85;0.8504;0.9689;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8923;0.8984;0.8923;0.8928;0.8707;0.8765;0.8707;0.8717;0.85;0.8554;0.85;0.8504;0.9685;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8802;0.8872;0.8802;0.8811;0.9218;0.9249;0.9218;0.9213;0.85;0.8554;0.85;0.8504;0.9656;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8874;0.894;0.8874;0.8882;0.915;0.9222;0.915;0.9151;0.85;0.8554;0.85;0.8504;0.9707;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8885;0.8951;0.8885;0.8891;0.8912;0.8997;0.8912;0.8925;0.85;0.8554;0.85;0.8504;0.967;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8953;0.9025;0.8953;0.8962;0.881;0.8826;0.881;0.8811;0.85;0.8554;0.85;0.8504;0.9699;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8896;0.8964;0.8896;0.8904;0.9014;0.9083;0.9014;0.9021;0.85;0.8554;0.85;0.8504;0.9683;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8878;0.8941;0.8878;0.8886;0.9048;0.9133;0.9048;0.9053;0.85;0.8554;0.85;0.8504;0.9683;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8881;0.8941;0.8881;0.8886;0.8639;0.8699;0.8639;0.8654;0.85;0.8554;0.85;0.8504;0.969;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8847;0.8905;0.8847;0.8852;0.9218;0.9253;0.9218;0.9226;0.85;0.8554;0.85;0.8504;0.967;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8949;0.9023;0.8949;0.8956;0.8741;0.88;0.8741;0.8751;0.85;0.8554;0.85;0.8504;0.9684;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8908;0.8974;0.8908;0.8916;0.898;0.9075;0.898;0.899;0.85;0.8554;0.85;0.8504;0.9697;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8938;0.8999;0.8938;0.8946;0.8741;0.8904;0.8741;0.8742;0.85;0.8554;0.85;0.8504;0.9692;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8919;0.898;0.8919;0.8928;0.8673;0.8694;0.8673;0.8667;0.85;0.8554;0.85;0.8504;0.9705;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 902};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=902)
DecisionTreeClassifier;0.8885;0.8948;0.8885;0.8893;0.8946;0.9037;0.8946;0.8957;0.85;0.8554;0.85;0.8504;0.9685;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
DecisionTreeClassifier;0.8885;0.8941;0.8885;0.8893;0.8776;0.8863;0.8776;0.8776;0.85;0.8554;0.85;0.8504;0.9695;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 485};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=485)
KNeighborsClassifier;0.8628;0.8709;0.8628;0.8635;0.8503;0.8505;0.8503;0.8494;0.85;0.8506;0.85;0.8499;0.9498;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
RandomForestClassifier;0.8931;0.8982;0.8931;0.8936;0.898;0.9027;0.898;0.8983;0.85;0.8524;0.85;0.8497;0.9709;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 546};RandomForestClassifier(n_estimators=20, random_state=546)
RandomForestClassifier;0.8893;0.8947;0.8893;0.8898;0.9184;0.9203;0.9184;0.9187;0.85;0.8524;0.85;0.8497;0.9721;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 78};RandomForestClassifier(n_estimators=20, random_state=78)
RandomForestClassifier;0.8968;0.9025;0.8968;0.8973;0.8537;0.8712;0.8537;0.8571;0.85;0.8524;0.85;0.8497;0.9737;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 427};RandomForestClassifier(n_estimators=20, random_state=427)
RandomForestClassifier;0.8979;0.9027;0.8979;0.8985;0.8673;0.8761;0.8673;0.8683;0.85;0.8524;0.85;0.8497;0.9745;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 427};RandomForestClassifier(n_estimators=20, random_state=427)
RandomForestClassifier;0.8892;0.8944;0.8892;0.8899;0.8946;0.8954;0.8946;0.8949;0.85;0.8524;0.85;0.8497;0.9728;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 546};RandomForestClassifier(n_estimators=20, random_state=546)
RandomForestClassifier;0.8949;0.8995;0.8949;0.8954;0.8741;0.8795;0.8741;0.8756;0.85;0.8524;0.85;0.8497;0.974;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 546};RandomForestClassifier(n_estimators=20, random_state=546)
RandomForestClassifier;0.8897;0.895;0.8897;0.8903;0.9082;0.9117;0.9082;0.9088;0.85;0.8524;0.85;0.8497;0.9712;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 78};RandomForestClassifier(n_estimators=20, random_state=78)
MLPClassifier;0.8541;0.8598;0.8541;0.8546;0.8435;0.8548;0.8435;0.8453;0.8333;0.8608;0.8333;0.8356;0.9643;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 651, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=651)
MLPClassifier;0.8507;0.8614;0.8507;0.8518;0.8435;0.8604;0.8435;0.8442;0.8333;0.8608;0.8333;0.8356;0.9616;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 651, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=651)
KNeighborsClassifier;0.8439;0.8478;0.8439;0.8437;0.8741;0.8986;0.8741;0.8752;0.8333;0.8409;0.8333;0.8349;0.9453;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
MLPClassifier;0.8432;0.8501;0.8432;0.8443;0.898;0.9038;0.898;0.8993;0.8333;0.8426;0.8333;0.8341;0.9603;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 651, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=651)
KNeighborsClassifier;0.8526;0.8554;0.8526;0.8527;0.881;0.8843;0.881;0.8813;0.8333;0.8355;0.8333;0.8341;0.9455;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8424;0.8484;0.8424;0.8422;0.8946;0.8971;0.8946;0.8953;0.8333;0.8355;0.8333;0.8341;0.9444;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8538;0.8561;0.8538;0.8534;0.8571;0.8561;0.8571;0.8557;0.8333;0.8355;0.8333;0.8341;0.9502;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8519;0.8566;0.8519;0.8518;0.8537;0.8563;0.8537;0.8544;0.8333;0.8355;0.8333;0.8341;0.9473;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8499;0.8557;0.8499;0.8498;0.8639;0.8661;0.8639;0.8646;0.8333;0.8355;0.8333;0.8341;0.9468;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8485;0.857;0.8485;0.8494;0.8741;0.8762;0.8741;0.8745;0.8333;0.8355;0.8333;0.8341;0.9427;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
RandomForestClassifier;0.8927;0.8975;0.8927;0.8932;0.8878;0.8943;0.8878;0.8882;0.8333;0.8365;0.8333;0.8339;0.9738;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 546};RandomForestClassifier(n_estimators=20, random_state=546)
MLPClassifier;0.8466;0.8523;0.8466;0.8472;0.8707;0.8796;0.8707;0.8721;0.8333;0.8524;0.8333;0.8338;0.9613;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 651, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=651)
RandomForestClassifier;0.887;0.8917;0.887;0.8876;0.9116;0.9203;0.9116;0.9116;0.8333;0.836;0.8333;0.8335;0.9711;smote;1000;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 427};RandomForestClassifier(n_estimators=5, random_state=427)
