Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.9146;0.9163;0.9146;0.9147;0.9558;0.9565;0.9558;0.9557;0.9333;0.934;0.9333;0.9333;0.9798;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9116;0.9129;0.9116;0.9118;0.9524;0.9526;0.9524;0.9522;0.9333;0.934;0.9333;0.9333;0.9807;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9048;0.9067;0.9048;0.9051;0.9626;0.9637;0.9626;0.9626;0.9333;0.934;0.9333;0.9333;0.9802;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9123;0.9133;0.9123;0.9121;0.9388;0.9396;0.9388;0.939;0.9333;0.934;0.9333;0.9333;0.9816;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9055;0.9067;0.9055;0.9055;0.9558;0.9573;0.9558;0.956;0.9333;0.934;0.9333;0.9333;0.9834;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9063;0.9072;0.9063;0.9063;0.9524;0.9527;0.9524;0.9523;0.9333;0.934;0.9333;0.9333;0.9822;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9063;0.9081;0.9063;0.9064;0.9694;0.9697;0.9694;0.9693;0.9333;0.934;0.9333;0.9333;0.9807;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9142;0.9148;0.9142;0.9142;0.9694;0.9695;0.9694;0.9694;0.9333;0.934;0.9333;0.9333;0.9815;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9135;0.915;0.9135;0.9136;0.949;0.9493;0.949;0.9491;0.9333;0.934;0.9333;0.9333;0.9789;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9063;0.9067;0.9063;0.9062;0.9524;0.9546;0.9524;0.9525;0.9333;0.934;0.9333;0.9333;0.9805;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9097;0.911;0.9097;0.9097;0.966;0.9667;0.966;0.9662;0.9333;0.934;0.9333;0.9333;0.981;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9029;0.9045;0.9029;0.903;0.9592;0.9593;0.9592;0.9591;0.9333;0.934;0.9333;0.9333;0.9813;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9097;0.9105;0.9097;0.9098;0.9558;0.9569;0.9558;0.956;0.9333;0.934;0.9333;0.9333;0.9807;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9089;0.9102;0.9089;0.9091;0.966;0.9661;0.966;0.966;0.9333;0.934;0.9333;0.9333;0.981;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9119;0.9126;0.9119;0.9119;0.9762;0.9764;0.9762;0.9762;0.9333;0.934;0.9333;0.9333;0.9803;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9048;0.9063;0.9048;0.905;0.9694;0.9694;0.9694;0.9694;0.9333;0.934;0.9333;0.9333;0.9794;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9671;0.968;0.9671;0.9672;0.9694;0.9703;0.9694;0.9694;0.9167;0.9167;0.9167;0.9167;0.9966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9709;0.9715;0.9709;0.9709;0.9796;0.9803;0.9796;0.9797;0.9167;0.9167;0.9167;0.9167;0.9965;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9664;0.9671;0.9664;0.9664;0.9762;0.9763;0.9762;0.9762;0.9167;0.9167;0.9167;0.9167;0.9967;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
RandomForestClassifier;0.9705;0.9715;0.9705;0.9706;0.9456;0.9456;0.9456;0.9455;0.9167;0.9167;0.9167;0.9167;0.997;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
RandomForestClassifier;0.966;0.9668;0.966;0.9661;0.9728;0.973;0.9728;0.9727;0.9167;0.9167;0.9167;0.9167;0.9969;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9698;0.9707;0.9698;0.9698;0.9728;0.974;0.9728;0.9729;0.9167;0.9167;0.9167;0.9167;0.9971;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9664;0.9673;0.9664;0.9664;0.983;0.9838;0.983;0.983;0.9167;0.9167;0.9167;0.9167;0.9965;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9686;0.9694;0.9686;0.9687;0.9694;0.9697;0.9694;0.9694;0.9167;0.9167;0.9167;0.9167;0.9969;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
RandomForestClassifier;0.9709;0.9714;0.9709;0.9709;0.9524;0.953;0.9524;0.9525;0.9167;0.9167;0.9167;0.9167;0.9962;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9698;0.9705;0.9698;0.9698;0.9796;0.9798;0.9796;0.9796;0.9167;0.9167;0.9167;0.9167;0.9956;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 954};RandomForestClassifier(n_estimators=20, random_state=954)
RandomForestClassifier;0.9652;0.9662;0.9652;0.9653;0.983;0.9831;0.983;0.983;0.9167;0.9167;0.9167;0.9167;0.9963;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
RandomForestClassifier;0.9709;0.9716;0.9709;0.9709;0.966;0.9685;0.966;0.9662;0.9167;0.9167;0.9167;0.9167;0.9964;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
RandomForestClassifier;0.966;0.9664;0.966;0.966;0.9694;0.9714;0.9694;0.9695;0.9167;0.9167;0.9167;0.9167;0.9956;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
DecisionTreeClassifier;0.9437;0.944;0.9437;0.9437;0.932;0.9327;0.932;0.9317;0.9167;0.9167;0.9167;0.9167;0.9578;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 974};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=974)
RandomForestClassifier;0.9683;0.9693;0.9683;0.9683;0.9592;0.9591;0.9592;0.9591;0.9167;0.9167;0.9167;0.9167;0.9965;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
RandomForestClassifier;0.9675;0.9684;0.9675;0.9675;0.9898;0.9899;0.9898;0.9898;0.9167;0.9167;0.9167;0.9167;0.9967;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
RandomForestClassifier;0.9705;0.9714;0.9705;0.9706;0.983;0.9832;0.983;0.9829;0.9167;0.9167;0.9167;0.9167;0.9962;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
RandomForestClassifier;0.9652;0.9665;0.9652;0.9653;0.9898;0.9898;0.9898;0.9898;0.9167;0.9167;0.9167;0.9167;0.9962;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
KNeighborsClassifier;0.9123;0.9137;0.9123;0.9123;0.9422;0.9424;0.9422;0.9421;0.9167;0.9167;0.9167;0.9167;0.9819;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.946;0.9467;0.946;0.946;0.9014;0.9055;0.9014;0.9022;0.9167;0.9167;0.9167;0.9167;0.9595;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 974};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=974)
KNeighborsClassifier;0.9112;0.9121;0.9112;0.9113;0.9456;0.9465;0.9456;0.9458;0.9167;0.9167;0.9167;0.9167;0.9843;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9123;0.9132;0.9123;0.912;0.949;0.949;0.949;0.9488;0.9167;0.9167;0.9167;0.9167;0.9824;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9154;0.9161;0.9154;0.9154;0.949;0.9511;0.949;0.9491;0.9167;0.9167;0.9167;0.9167;0.9821;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9097;0.9107;0.9097;0.9096;0.966;0.9664;0.966;0.9659;0.9167;0.9167;0.9167;0.9167;0.9805;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9067;0.9081;0.9067;0.9067;0.9524;0.9528;0.9524;0.9522;0.9167;0.9167;0.9167;0.9167;0.9816;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9116;0.9135;0.9116;0.9117;0.9422;0.9423;0.9422;0.9422;0.9167;0.9194;0.9167;0.9165;0.9829;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9138;0.9152;0.9138;0.9138;0.9422;0.9424;0.9422;0.9423;0.9167;0.918;0.9167;0.9161;0.9812;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9104;0.912;0.9104;0.9105;0.9626;0.9626;0.9626;0.9625;0.9167;0.918;0.9167;0.9161;0.9798;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.9138;0.9155;0.9138;0.9139;0.9728;0.9731;0.9728;0.9727;0.9167;0.918;0.9167;0.9161;0.9787;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.9475;0.9478;0.9475;0.9474;0.9388;0.9393;0.9388;0.9387;0.9167;0.918;0.9167;0.9161;0.9606;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 974};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=974)
KNeighborsClassifier;0.9112;0.9118;0.9112;0.9111;0.9626;0.9636;0.9626;0.9627;0.9167;0.918;0.9167;0.9161;0.9799;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.969;0.9698;0.969;0.9691;0.9626;0.9628;0.9626;0.9626;0.9;0.9015;0.9;0.9004;0.9961;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 954};RandomForestClassifier(n_estimators=10, random_state=954)
RandomForestClassifier;0.969;0.9699;0.969;0.9691;0.966;0.9663;0.966;0.9658;0.9;0.9015;0.9;0.9004;0.9964;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
RandomForestClassifier;0.9701;0.9706;0.9701;0.9702;0.9762;0.9766;0.9762;0.9762;0.9;0.9015;0.9;0.9004;0.9966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 394};RandomForestClassifier(n_estimators=20, random_state=394)
DecisionTreeClassifier;0.9482;0.9486;0.9482;0.9482;0.9252;0.9294;0.9252;0.9259;0.9;0.9006;0.9;0.8999;0.9612;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 974};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=974)
RandomForestClassifier;0.9682;0.9687;0.9682;0.9683;0.9524;0.9532;0.9524;0.9525;0.9;0.9006;0.9;0.8999;0.9963;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 658};RandomForestClassifier(n_estimators=10, random_state=658)
RandomForestClassifier;0.9667;0.9673;0.9667;0.9668;0.966;0.9659;0.966;0.9659;0.9;0.9006;0.9;0.8999;0.9966;smote;1000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 658};RandomForestClassifier(n_estimators=20, random_state=658)
